,0
A2M,1
AARS,1
AASDH,1
ABCA9,1
ABCB1,1
ABCC1,1
ABCC4,1
ABCC8,1
ABHD10,1
ABL1,1
ABTB1,1
ACAN,1
ACE,1
ACOT12,1
ACP6,1
ACSL6,1
ACSM2B,1
ACVR1B,1
ACVR2A,1
ADAM11,1
ADAM18,1
ADAM2,1
ADAM29,1
ADAMTS12,1
ADAMTS14,1
ADAMTS16,1
ADAMTS19,1
ADAMTS2,1
ADAMTS20,1
ADAMTS8,1
ADAMTS9,1
ADAMTSL3,1
ADCY8,1
ADCY9,1
ADGB,1
ADGRB1,1
ADGRB3,1
ADGRE1,1
ADGRL2,1
ADGRV1,1
ADO,1
ADPRHL2,1
AEBP1,1
AFF2,1
AFF4,1
AGAP3,1
AGAP7P,1
AGBL1,1
AGL,1
AGT,1
AHNAK,1
AHNAK2,1
AK7,1
AK9,1
AKAP6,1
AKNAD1,1
AKR1C2,1
ALB,1
ALK,1
ALMS1,1
ALOX12B,1
ALPK2,1
ALPK3,1
ALPPL2,1
AMBN,1
AMD1,1
AMDHD1,1
AMER1,1
ANAPC1,1
ANK3,1
ANKMY1,1
ANKRD11,1
ANKRD12,1
ANKRD30A,1
ANKRD30B,1
ANKRD55,1
ANO4,1
ANP32E,1
AP3S1,1
AP5Z1,1
APAF1,1
APOB,1
ARFGEF2,1
ARHGAP26,1
ARHGAP35,1
ARHGAP5,1
ARHGEF2,1
ARID1A,1
ARL6,1
ARMC4,1
ASAP1,1
ASH1L,1
ASPSCR1,1
ASTN1,1
ASXL1,1
ASZ1,1
ATAD2,1
ATM,1
ATN1,1
ATP10A,1
ATP10B,1
ATP2A1,1
ATP2B3,1
ATP2C2,1
ATP4A,1
ATP8B2,1
ATP8B3,1
ATR,1
ATRX,1
AXDND1,1
AXIN1,1
AXL,1
B3GNT6,1
BAZ1B,1
BCAN,1
BCL11A,1
BCL11B,1
BCL6,1
BCLAF1,1
BCORL1,1
BCR,1
BDP1,1
BHMT,1
BIRC6,1
BMPER,1
BMX,1
BOD1L1,1
BPTF,1
BRAF,1
BRD7,1
BRD8,1
BRINP1,1
BRINP2,1
BSN,1
BTBD11,1
C10ORF12,1
C10ORF90,1
C11ORF53,1
C17ORF97,1
C1ORF106,1
C1QB,1
C2ORF81,1
C4BPA,1
C5,1
C6,1
C6ORF10,1
C6ORF222,1
CABLES1,1
CACNA1F,1
CACNA1G,1
CACNA1H,1
CACNA1S,1
CAD,1
CADM1,1
CADPS,1
CAMSAP3,1
CARD11,1
CASC5,1
CASP5,1
CASP8,1
CASZ1,1
CBFB,1
CCDC102A,1
CCDC110,1
CCDC129,1
CCDC178,1
CCKBR,1
CCND1,1
CCNL1,1
CD163L1,1
CD1B,1
CD1D,1
CD209,1
CDH1,1
CDH10,1
CDH23,1
CDH8,1
CDH9,1
CDHR2,1
CDKN1A,1
CDR1,1
CEACAM7,1
CEBPA,1
CELA3A,1
CELSR3,1
CEMIP,1
CEP164,1
CFAP44,1
CFAP47,1
CHAT,1
CHD1,1
CHD3,1
CHD4,1
CHD5,1
CHD8,1
CHL1,1
CHRNA4,1
CHST5,1
CIC,1
CIT,1
CLCA4,1
CLCN2,1
CLCNKA,1
CLCNKB,1
CLDN8,1
CLTC,1
CLTCL1,1
CLUH,1
CNGA3,1
CNTLN,1
CNTN6,1
CNTNAP2,1
CNTNAP4,1
COL3A1,1
COL5A3,1
COL6A3,1
COL6A6,1
COL7A1,1
COLEC12,1
CORO1B,1
CPT1A,1
CR1,1
CRB1,1
CREBBP,1
CRIPAK,1
CROCC,1
CRX,1
CRYBA2,1
CSF2RA,1
CSF2RB,1
CSMD1,1
CSMD2,1
CTAG2,1
CTCF,1
CTNNA1,1
CTNNA2,1
CTNNA3,1
CTNNB1,1
CTNND2,1
CUBN,1
CUL9,1
CUX1,1
CYLC1,1
CYP11A1,1
CYP11B1,1
CYP2A6,1
DBR1,1
DCAF12L1,1
DCAF12L2,1
DCAF13,1
DCAF8L1,1
DCHS1,1
DCHS2,1
DCLK1,1
DDC,1
DDX10,1
DENND4B,1
DHX30,1
DHX37,1
DIAPH3,1
DICER1,1
DKC1,1
DLC1,1
DLGAP2,1
DLL4,1
DMBT1,1
DMD,1
DNAH12,1
DNAH3,1
DNAH5,1
DNAH9,1
DNASE2,1
DNMT1,1
DNMT3A,1
DOCK1,1
DOCK11,1
DOCK2,1
DOCK7,1
DOK2,1
DOT1L,1
DPH2,1
DPP10,1
DPYD,1
DSG2,1
DST,1
DTD2,1
DYNC1I1,1
DYSF,1
E2F4,1
E2F8,1
ECI2,1
ECT2L,1
EDAR,1
EDIL3,1
EDNRB,1
EEF1A1,1
EFCAB3,1
EFCAB6,1
EGFR,1
EID3,1
EIF3A,1
EIF4G1,1
ELF3,1
ELF4,1
ELL,1
ENC1,1
ENO1,1
ENPP2,1
EOMES,1
EPAS1,1
EPB41L3,1
EPHA3,1
EPHA5,1
EPHA6,1
EPHA7,1
EPHB1,1
EPHX1,1
ERBB2,1
ERBB3,1
ERCC2,1
ERG,1
ESPN,1
ETV1,1
ETV3,1
ETV4,1
ETV5,1
EVC2,1
EVPL,1
EXPH5,1
EZH1,1
F13A1,1
F13B,1
F2,1
FAAH2,1
FAM109A,1
FAM129B,1
FAM135B,1
FAM160B2,1
FAM162B,1
FAM171B,1
FAM208A,1
FAM208B,1
FAM47B,1
FAM47C,1
FAM65B,1
FAM83B,1
FAM90A1,1
FASN,1
FBLN1,1
FBN2,1
FBN3,1
FCGBP,1
FCN1,1
FCRL4,1
FER1L6,1
FFAR2,1
FGB,1
FGD6,1
FGFR3,1
FILIP1,1
FLG2,1
FLI1,1
FLT3,1
FMO4,1
FMR1NB,1
FOXA1,1
FOXP1,1
FPGS,1
FREM2,1
FRG1,1
FRYL,1
FSHR,1
FSTL5,1
FYCO1,1
FZD9,1
GABRA2,1
GABRA6,1
GAD1,1
GALNS,1
GALNT18,1
GAS6,1
GATA3,1
GBF1,1
GBP4,1
GCN1,1
GDPD2,1
GIMAP8,1
GLI3,1
GLUD2,1
GLYATL2,1
GNAS,1
GOLGA6L2,1
GOLGB1,1
GPR101,1
GPR158,1
GPR179,1
GPR37,1
GPR50,1
GPRC6A,1
GPRIN1,1
GPRIN2,1
GRID2,1
GRM1,1
GRN,1
GTPBP4,1
HAS2,1
HCN1,1
HDAC9,1
HEATR1,1
HEATR5B,1
HECTD1,1
HECTD4,1
HEPACAM2,1
HERC1,1
HGF,1
HHIPL1,1
HIVEP2,1
HMCN1,1
HNF1A,1
HNRNPA2B1,1
HNRNPK,1
HNRNPM,1
HRAS,1
HRC,1
HSD17B11,1
HSPA1L,1
HTT,1
HYDIN,1
IARS,1
IDH1,1
IDH2,1
IDUA,1
IFI16,1
IFNW1,1
IGF1R,1
IGSF1,1
IGSF3,1
IKZF1,1
IL16,1
IL1RAPL1,1
IL1RAPL2,1
IL32,1
IMPG2,1
INHBA,1
INPP4B,1
IQGAP3,1
IRF2,1
IRF5,1
IRS4,1
ITGA5,1
ITGAD,1
ITGAE,1
ITGAL,1
ITPR2,1
JAK2,1
JMJD1C,1
JMY,1
KANK3,1
KANSL1,1
KAT6B,1
KBTBD13,1
KCNA3,1
KCNA5,1
KCNB2,1
KCND2,1
KCNH1,1
KCNH6,1
KCNH8,1
KCNJ12,1
KCNJ3,1
KCNK5,1
KCNMA1,1
KCNT2,1
KCNV2,1
KDM5A,1
KDM6B,1
KEAP1,1
KHDRBS2,1
KIAA0319,1
KIAA1211,1
KIF16B,1
KIF19,1
KIF26B,1
KIF3C,1
KIT,1
KLHL1,1
KLHL23,1
KLHL4,1
KLRK1,1
KMT2A,1
KMT2B,1
KMT2C,1
KMT2E,1
KPNA5,1
KRAS,1
KRT20,1
KRT38,1
KRTAP1.3,1
KRTAP5.1,1
KRTAP5.5,1
L1CAM,1
LACTB,1
LAMA5,1
LAMB1,1
LAMB2,1
LAMC3,1
LATS1,1
LCE2A,1
LCT,1
LGR5,1
LHCGR,1
LILRB1,1
LILRB2,1
LILRB5,1
LMTK3,1
LOXHD1,1
LPAR4,1
LRIF1,1
LRIG1,1
LRIG3,1
LRP1,1
LRP4,1
LRP5,1
LRRC37A3,1
LRRC43,1
LRRIQ1,1
LRRK2,1
LTBP1,1
LTBP2,1
LTBP3,1
LTBP4,1
LYST,1
LZTS1,1
MAFA,1
MAGEB3,1
MAGEC1,1
MAGI2,1
MAGI3,1
MAMLD1,1
MAP1A,1
MAP1B,1
MAP2,1
MAP2K7,1
MAP3K1,1
MAP3K4,1
MAPK1,1
MAPK14,1
MAPK4,1
MARK4,1
MAST1,1
MBD5,1
MBD6,1
MCF2,1
MDC1,1
MDN1,1
MECOM,1
MED1,1
MED23,1
MEFV,1
MEPCE,1
MET,1
MGA,1
MGAM,1
MICAL1,1
MKI67,1
MKL1,1
MLLT10,1
MLLT3,1
MLLT4,1
MMP11,1
MMP2,1
MMP3,1
MMRN1,1
MORC4,1
MOV10L1,1
MPDZ,1
MPP2,1
MROH8,1
MSH3,1
MSH4,1
MTA2,1
MTMR14,1
MTMR8,1
MTUS2,1
MUC12,1
MUC5B,1
MUC6,1
MXRA5,1
MYB,1
MYBBP1A,1
MYC,1
MYCBP2,1
MYH1,1
MYH13,1
MYH15,1
MYH8,1
MYLK,1
MYO3A,1
MYO5A,1
MYO9B,1
MYOM2,1
MYOM3,1
MYT1L,1
NAA25,1
NAALAD2,1
NAB2,1
NALCN,1
NARS2,1
NAV2,1
NAV3,1
NBAS,1
NBEA,1
NBPF15,1
NBPF9,1
NCKAP5,1
NCOA3,1
NCOR1,1
NCOR2,1
NCR1,1
NDST4,1
NEFH,1
NEGR1,1
NEURL4,1
NF1,1
NF2,1
NFE2L3,1
NFIB,1
NID1,1
NID2,1
NKD1,1
NKX2.2,1
NLGN4X,1
NLRP1,1
NLRP12,1
NLRP4,1
NLRP6,1
NLRP9,1
NME8,1
NMUR2,1
NOD1,1
NOL9,1
NOS1,1
NOTCH1,1
NOTCH3,1
NOTCH4,1
NOX5,1
NPAP1,1
NPIPB15,1
NPIPB5,1
NPIPB6,1
NPM1,1
NPSR1,1
NR1H3,1
NRAP,1
NRAS,1
NTRK1,1
NTRK3,1
NUCB1,1
NUP205,1
NUP210L,1
NUP214,1
OBP2B,1
OCA2,1
OCRL,1
OGDHL,1
OPRD1,1
OR10H5,1
OR10J1,1
OR11H1,1
OR11H12,1
OR13D1,1
OR2J2,1
OR2M3,1
OR2M7,1
OR2T2,1
OR2T4,1
OR2T8,1
OR4A16,1
OR4C16,1
OR4C5,1
OR4C6,1
OR4D2,1
OR4D5,1
OR4K13,1
OR4M1,1
OR4Q3,1
OR5D16,1
OR5M11,1
OR5T1,1
OR5T2,1
OR5T3,1
OR6C76,1
OR7G2,1
OR8D1,1
OR8J3,1
OR8K3,1
OTOF,1
OTOGL,1
OTOL1,1
OTOP1,1
OXCT1,1
PABPC1,1
PABPC3,1
PAK3,1
PARD6B,1
PARK2,1
PASD1,1
PASK,1
PAX5,1
PBRM1,1
PCDH10,1
PCDH11X,1
PCDH18,1
PCDH9,1
PCDHA1,1
PCDHA11,1
PCDHA3,1
PCDHA4,1
PCDHA8,1
PCDHB1,1
PCDHB10,1
PCDHB11,1
PCDHB13,1
PCDHB2,1
PCDHB3,1
PCDHGA3,1
PCDHGB3,1
PCED1A,1
PCF11,1
PCM1,1
PCNT,1
PDCD11,1
PDE4C,1
PDGFRB,1
PDK3,1
PDS5A,1
PEG3,1
PER3,1
PGM2,1
PGM5,1
PHF24,1
PHF6,1
PIK3C3,1
PIK3CA,1
PIK3R1,1
PIK3R3,1
PIM1,1
PKD1L1,1
PKD2,1
PKDREJ,1
PKHD1,1
PLA2G2E,1
PLA2G4A,1
PLCB1,1
PLCZ1,1
PLEKHA7,1
PLEKHG1,1
PLEKHH1,1
PLXNB1,1
PLXNB3,1
PML,1
PMS1,1
PODXL,1
POLE2,1
POLR3C,1
POSTN,1
POTEE,1
POTEF,1
POTEH,1
PPARG,1
PPM1D,1
PPP1R26,1
PPP2R1B,1
PPP4C,1
PRB4,1
PRC1,1
PRDM2,1
PRDM9,1
PRG4,1
PRICKLE2,1
PRODH2,1
PROS1,1
PRPS1L1,1
PRSS1,1
PRX,1
PSG11,1
PSG6,1
PTCHD4,1
PTEN,1
PTK2B,1
PTPN11,1
PTPN14,1
PTPRB,1
PTPRC,1
PTPRJ,1
PTPRK,1
PTPRN2,1
PTPRS,1
PTPRZ1,1
PXDN,1
PXDNL,1
QRICH2,1
R3HCC1L,1
R3HDML,1
RAD54L2,1
RALGAPA1,1
RANBP2,1
RAPGEF2,1
RARA,1
RARG,1
RASA1,1
RASAL1,1
RB1,1
RBM15,1
RBM28,1
RBM4,1
RBM47,1
RBM6,1
RBP3,1
REPIN1,1
RFX1,1
RGAG1,1
RGPD3,1
RGPD4,1
RGPD8,1
RHBDF1,1
RHOA,1
RICTOR,1
RIMBP2,1
RIMS2,1
RINL,1
RIOK1,1
RIT1,1
RNF128,1
RNF149,1
RNF20,1
RNF213,1
RNF31,1
ROBO1,1
ROBO3,1
RP1,1
RP1L1,1
RPL14,1
RPL22,1
RPUSD1,1
RRP36,1
RSRC2,1
RTL1,1
RTN4RL2,1
RUNX1T1,1
RUNX2,1
RUSC2,1
RXFP3,1
RYBP,1
SAGE1,1
SALL3,1
SAMD11,1
SAMD9,1
SCAF8,1
SCN10A,1
SCN1A,1
SCN4A,1
SCN5A,1
SCN7A,1
SCRIB,1
SDCBP,1
SELPLG,1
SEMA4F,1
SEMA5A,1
SEMA5B,1
SETD1A,1
SEZ6L2,1
SHROOM3,1
SHROOM4,1
SI,1
SIGLEC12,1
SIK2,1
SIPA1L1,1
SKI,1
SLC13A2,1
SLC17A6,1
SLC17A8,1
SLC1A6,1
SLC27A2,1
SLC28A2,1
SLC39A12,1
SLC4A2,1
SLC7A13,1
SLC9A5,1
SLCO5A1,1
SLITRK4,1
SLITRK5,1
SMAD2,1
SMAD4,1
SMARCA2,1
SMG1,1
SNCAIP,1
SNRNP200,1
SNTG1,1
SORBS2,1
SORCS1,1
SORCS3,1
SOWAHA,1
SOX2,1
SOX4,1
SOX9,1
SPATA31D1,1
SPEN,1
SPESP1,1
SPG11,1
SPON2,1
SPOP,1
SPTAN1,1
SRC,1
SRCAP,1
SREBF1,1
SRGAP1,1
SRGAP3,1
SRRT,1
SSTR4,1
STAB2,1
STAG2,1
STIL,1
STK11,1
STOX1,1
SUFU,1
SUZ12,1
SYCP2,1
SYK,1
SYT3,1
SYT8,1
TAB3,1
TAF1,1
TAF1L,1
TAF5,1
TAS2R16,1
TATDN2,1
TBC1D25,1
TBCCD1,1
TBX3,1
TBX4,1
TCEB3C,1
TCF12,1
TDRD1,1
TDRD5,1
TENM1,1
TENM3,1
TESK1,1
TET1,1
TET2,1
TEX15,1
TG,1
TGFBR2,1
TGM1,1
THSD7A,1
TIAM1,1
TIAM2,1
TIGD4,1
TKTL2,1
TLE6,1
TLL1,1
TLR4,1
TMCC1,1
TMEM132D,1
TMEM184A,1
TMEM189,1
TMEM247,1
TMPRSS15,1
TMPRSS2,1
TMTC1,1
TNC,1
TNN,1
TNR,1
TNXB,1
TOB1,1
TOP2A,1
TOP3B,1
TOR3A,1
TP53,1
TP53BP1,1
TP63,1
TPO,1
TPR,1
TPTE2,1
TRAF7,1
TRIM15,1
TRIM46,1
TRIM51,1
TRIML2,1
TRIOBP,1
TRIP12,1
TRO,1
TRPC4,1
TRPM1,1
TRPM4,1
TRRAP,1
TSC2,1
TSKS,1
TTC14,1
TTC31,1
TUBA3C,1
TULP2,1
U2AF1,1
UBASH3A,1
UBR5,1
UGT2B10,1
UGT2B7,1
UHRF1BP1L,1
UNC13C,1
UNC50,1
USH2A,1
USP11,1
USP29,1
USP32,1
USP42,1
USP8,1
VCAM1,1
VCAN,1
VCP,1
VCX3B,1
VEGFC,1
VHL,1
VIT,1
VN1R2,1
VPS13D,1
VPS52,1
VWA3B,1
WBSCR17,1
WDFY4,1
WDR60,1
WDR72,1
WDR81,1
WNK1,1
WNK3,1
WNK4,1
WRN,1
WSCD2,1
WT1,1
WTAP,1
XIRP2,1
XPOT,1
YLPM1,1
ZBBX,1
ZBTB16,1
ZBTB18,1
ZBTB20,1
ZBTB22,1
ZC3H18,1
ZDBF2,1
ZDHHC11,1
ZEB2,1
ZFHX3,1
ZFHX4,1
ZFP57,1
ZFPM1,1
ZIC4,1
ZMYM1,1
ZMYM3,1
ZNF114,1
ZNF14,1
ZNF208,1
ZNF211,1
ZNF215,1
ZNF236,1
ZNF24,1
ZNF28,1
ZNF292,1
ZNF318,1
ZNF331,1
ZNF337,1
ZNF347,1
ZNF384,1
ZNF43,1
ZNF486,1
ZNF492,1
ZNF502,1
ZNF517,1
ZNF536,1
ZNF592,1
ZNF598,1
ZNF610,1
ZNF628,1
ZNF630,1
ZNF676,1
ZNF687,1
ZNF700,1
ZNF770,1
ZNF777,1
ZNF780A,1
ZNF787,1
ZNF804A,1
ZNF804B,1
ZNF845,1
ZSCAN5B,1
ZSWIM8,1
ZXDB,1
ZZEF1,1
AP5S1.n,1
ATXN10.n,1
BAGE.n,1
BAGE3.n-BAGE4.n-BAGE5.n,1
BDH1.p,1
CCDC7.p,1
CDC25B.n,1
CDK6.n,1
CECR2.n,1
CHMP2B.p,1
CYP2E1.p-FRG2B.p-SYCE1.p,1
DEFB113.n-DEFB114.n,1
DIP2C.p,1
EFR3B.n,1
FAM157A.p,1
FLJ36000.n,1
FYTTD1.p,1
GMDS.n,1
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1
IMMP2L.n,1
ITGAV.n,1
KCNJ18.n,1
LRP1B.n,1
LRRN3.n,1
LRRTM4.n,1
LSAMP.p,1
MLIP.n,1
MRLN.p,1
MYO18B.n,1
NAMPTP1.p,1
NCKAP5.n,1
NEDD9.n,1
NKX2.1.n,1
NSUN3.p,1
P3H2.p,1
PARD3.p,1
POU1F1.p,1
PTPRT.n,1
RNU86.n,1
RPN1.p,1
SEC14L6.n,1
SELO.n,1
SEZ6L.n,1
SHOX2.p,1
SLC9A9.p,1
STMND1.n,1
TAF3.p,1
TCEANC2.p,1
TMEM254.p,1
TRABD2B.p,1
TRMU.n,1
TUBB8.p,1
TUSC7.p,1
ZMYND11.p,1
ZNF503.p,1
ZNF750.n,1
ZNRF3.n,1
